id,parametertype_id,spec_id,text,column,operator,value,linker,operator2,value2,color,show,DDF_type,inverse,regex_filter,u_created,u_modified,translations,DDF_unit,DDF_target_value,DDF_custom_color,name
319303,10654,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Cyantraniliprole
319304,10661,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Cyenopygraphs
319305,10662,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diclobutrazol
319306,10663,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Cyflufenamide
319307,10674,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Cyproconazole
319308,10680,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"DDD-o,p"
319309,10686,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"DDE-p,p"
319310,10688,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Difenacoum
319311,10699,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diflubenzuron
319312,10706,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dimethenamide
319313,10708,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dimethoate
319314,10709,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Etaconazole
319315,10710,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dimethomorphs
319316,10717,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ethirimol
319317,10719,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ethofumesate
319318,10726,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ethoxyquin dimer
319319,10727,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diniconazole
319320,10728,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Etofenprox
319321,10729,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dinitramine
319322,10731,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dinocap
319323,10735,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dioxabenzophos
319324,10739,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dioxathion
319325,10754,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diuron
319326,10757,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenbutatin oxide
319327,10758,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dodin
319328,10763,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenfluthrin
319329,10765,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenhexamide
319330,10766,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Emamectin benzoate B1a
319331,10775,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenoxaprop-P-Ethyl
319332,10776,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flumioxazine
319333,10781,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenpicoxamide
319334,10784,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fluorodifen
319335,10799,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flurochloridone
319336,10800,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenthion oxon
319337,10801,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fluroxypyr-1-methylheptyl
319338,10804,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenthion oxon sulfoxide
319339,10816,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Folpet
319340,10818,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fonophos
319341,10844,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flufenoxuron
319342,10849,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flumetralin
319343,10850,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Halosulfuron-methyl
319344,10857,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"Heptachlor epoxide, cis"
319345,10870,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isoxaflutole
319346,10871,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Hexazinone
319347,10874,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isoxathione
319348,10878,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Imazalil
319349,10879,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Kresoxim-methyl
319350,10886,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Indaziflam
319351,10893,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Lufenuron
319352,10894,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ioxynil
319353,10910,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Mefentrifluconazole
319354,10918,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Monocrotophos
319355,10933,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metconazole
319356,10934,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Nitralin
319357,10935,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methabenzthiazuron
319358,10939,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methamidophos
319359,10941,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methidathion
319360,10945,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methiocarb sulfone
319361,10946,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Novaluron
319362,10947,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methiocarb sulfoxide
319363,10951,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methoprotryne
319364,10977,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Parathion ethyl
319365,10979,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Mirex
319366,10981,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Molinates
319367,10999,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Pentachloroanisole
319368,11009,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Profluralin
319369,11010,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Permethrin
319370,11032,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Propisochlorine
319371,11039,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Phosmet
319372,11047,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Picolinfen
319373,11058,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Piperophos
319374,11066,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Simazine
319375,11078,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Pyridaphenthione
319376,11118,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Sedaxan
319377,11133,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Trichlorfon
319378,11169,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Tolfenpyrad
319379,11181,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Tribufos
319380,11416,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Prochloraz metabolite BTS44595
319381,11417,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Prochloraz metabolite BTS44596
319382,11425,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Prothioconazole
319383,11888,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Chlorothalonil-4-hydroxy
319384,10513,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Benomyl
319385,10533,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ametryn
319386,10548,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Azaconazole
319387,10549,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Biphenyl
319388,10550,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Azadirachtin
319389,10551,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Azamethiphos
319390,10575,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"Chlordan, Trans"
319391,10579,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Buprofezin
319392,10585,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Butamifos
319393,10601,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Captan
319394,10602,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Chlorpyrifos-ethyl
319395,10604,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Chlorpyrifos-methyl
319396,10613,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Chloride ion
319397,10622,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Chlorantraniliprole
319398,10626,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Clethodim sulfone
319399,10642,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Coumaphos
319400,10643,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dial
319401,10645,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Crotoxyphos
319402,10657,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dichlorobenzamide
319403,10678,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Didecyldimethylammonium chloride - C8
319404,10679,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Cyromazine
319405,10682,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"DDD-p,p"
319406,10683,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diethofencarb
319407,10690,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Difenoconazole
319408,10700,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diflufenican
319409,10705,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"Endrin, Keto"
319410,10711,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Ethalfluralin
319411,10718,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,"Dimethylphenylmethylformamidine, 2,4"
319412,10740,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diphenamide
319413,10742,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Diphenylamine
319414,10743,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenamidone
319415,10744,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Dipropetry
319416,10746,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Disulfoton
319417,10747,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenamiphos sulfone
319418,10748,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Disulfoton sulfone
319419,10759,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenchlorphos
319420,10760,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,EPN
319421,10761,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,EPTC
319422,10774,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenobucarb
319423,10791,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fenpyroximate
319424,10792,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flupyradifurone
319425,10795,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flurenol butyl
319426,10819,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fipronil sulfone
319427,10825,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Formothion
319428,10830,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fluazinam
319429,10831,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Furalaxyl
319430,10832,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Fluazuron
319431,10842,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Flufenacet oxalate
319432,10854,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Heptachlor
319433,10855,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isofenphos-methyl
319434,10856,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isofetamide
319435,10858,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isoprocarb
319436,10865,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isopyrazam
319437,10866,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isoxaben
319438,10892,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Linuron
319439,10895,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,MGK-264
319440,10897,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Iprobenphos
319441,10898,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Malaoxon
319442,10901,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Mandestrobin
319443,10908,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Mefenpyr diethyl
319444,10915,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Isodrin
319445,10922,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Monuron
319446,10924,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Morphothion
319447,10925,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metaflumi zone
319448,10931,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metazachlor
319449,10950,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Octachlorostyrene
319450,10955,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Methoxychlorine
319451,10956,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Oxadiazone
319452,10960,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metobromuron
319453,10961,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Oxathiapiproline
319454,10962,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metolachlor/S-metolachlor
319455,10965,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Oxydemeton-methyl
319456,10966,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metosulam
319457,10969,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metrafenone
319458,10972,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Paraoxone ethyl
319459,10973,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Metsulfuron-methyl
319460,10974,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Mevinphos
319461,10975,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Paraoxon-methyl
319462,10980,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Parathion-methyl
319463,10990,2003,,0,!=,"""""",,,,green,1,perfect,0,,1776756160,1776756160,,mg/kg,overwritten to perfect,,Pencycuron
