Sample;SKU;Name;category;Date;LOT;Parameter;Parameter_ID;Result;Parameter_Unit;Rule_Unit;Rating;Target;"Testing Reason"
25-06519;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Totox number";11677;15,7;;;"not rated";;"Lab Qualification"
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Fat, Total";5239;64,8;"g/100 g";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Arsenic_10563;5284;<0,040;mg/kg;;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Lead_10773;5286;<0,020;mg/kg;;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Cadmium_10783;5288;<0,010;mg/kg;;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Mercury_10943;5302;<0,010;mg/kg;;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Fatty acid, omega-3";5448;1261;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Fatty acids, omega-6";5449;61,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Fatty acids, omega-9";5450;118;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 18:2 Linoleic acid (o-6)";5473;0,4;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 18:3 alpha-linolenic acid (o-3)";5474;<2;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 18:3 Linolenic acid (o-4)";5475;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 18:3 Linolenic acid (o-6)";5476;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 18:4 Stearidonic acid (o-3)";5477;0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:2 Eicosadienoic acid (o-6)";5480;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:3 Eicosatrienoic acid (o-6)";5481;0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:3 Eicosatrienoic acid (o-3)";5482;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:4 Eicosatetraenoic acid (o-3)";5483;0,5;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:4 Arachidonic acid (o-6)";5484;41,4;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 20:5 Eicosapentaenoic acid (o-3)";5485;359;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 22:2 Docosadienoic acid (o-6)";5490;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 22:4 Docosatetraenoic acid (o-6)";5491;0,2;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 22:5 Docosapentaenoic acid (o-3)";5492;2,1;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"C 22:6 Docosahexaenoic acid (o-3)";5493;819;"g/100 g fat";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Enterobacteriaceae;5548;<10;"cfu/ g";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Staphylococci, coag. positive";5550;<10;"cfu/ g";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Yeasts;5553;<10;"cfu/ g";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";Molds;5554;<10;"cfu/ g";;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Daily portion";11297;2;;;"not rated";;Newsletter
25-06518;N8592CDE;"Omega 3 softgels forte 120";;08.08.2025;"Sample 0FOOO3C L280725 - SKU 8592 Lambo, Belgien";"Weight per dosage form_34954";11481;1,52;;;"not rated";;Newsletter
