spec_id,column,DDF_unit,inverse,show,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
,0,,0,1,10529,,Benzalkonium chloride - C16,perfect,green,,,,,,,,
,0,,0,1,10530,,Allethrin,perfect,green,,,,,,,,
,0,,0,1,10531,,Ametoctradine,perfect,green,,,,,,,,
,0,,0,1,10532,,Benzalkonium chloride - C18,perfect,green,,,,,,,,
,0,,0,1,10533,,Ametryn,perfect,green,,,,,,,,
,0,,0,1,10534,,Amidithione,perfect,green,,,,,,,,
,0,,0,1,10535,,Benzalkonium chloride - C8,perfect,green,,,,,,,,
,0,,0,1,10536,,Amidosulfuron,perfect,green,,,,,,,,
,0,,0,1,10537,,Aminocarb,perfect,green,,,,,,,,
,0,,0,1,10538,,Benzovindiflupyr,perfect,green,,,,,,,,
,0,,0,1,10539,,Amisul bromine,perfect,green,,,,,,,,
,0,,0,1,10541,,Amitraz,perfect,green,,,,,,,,
,0,,0,1,10542,,Anilofos,perfect,green,,,,,,,,
,0,,0,1,10543,,Bifenazat,perfect,green,,,,,,,,
,0,,0,1,10544,,Anthraquinone,perfect,green,,,,,,,,
,0,,0,1,10545,,Bifenox,perfect,green,,,,,,,,
,0,,0,1,10546,,Atrazine,perfect,green,,,,,,,,
,0,,0,1,10548,,Azaconazole,perfect,green,,,,,,,,
,0,,0,1,10549,,Biphenyl,perfect,green,,,,,,,,
,0,,0,1,10550,,Azadirachtin,perfect,green,,,,,,,,
,0,,0,1,10551,,Azamethiphos,perfect,green,,,,,,,,
,0,,0,1,10552,,Bitertanol,perfect,green,,,,,,,,
,0,,0,1,10553,,Azinphos-ethyl,perfect,green,,,,,,,,
,0,,0,1,10554,,Bixafen,perfect,green,,,,,,,,
,0,,0,1,10555,,Azinphos-methyl,perfect,green,,,,,,,,
,0,,0,1,10556,,Boscalid,perfect,green,,,,,,,,
,0,,0,1,10557,,Azoxystrobin,perfect,green,,,,,,,,
,0,,0,1,10559,,Bromacil,perfect,green,,,,,,,,
,0,,0,1,10560,,Bromadiolone,perfect,green,,,,,,,,
,0,,0,1,10564,,Bromfenvinphos,perfect,green,,,,,,,,
,0,,0,1,10565,,Bromine cycles,perfect,green,,,,,,,,
,0,,0,1,10566,,Chlorobenzuron,perfect,green,,,,,,,,
,0,,0,1,10567,,Bromophos-ethyl,perfect,green,,,,,,,,
,0,,0,1,10568,,Chlorobromuron,perfect,green,,,,,,,,
,0,,0,1,10569,,Bromophos-methyl,perfect,green,,,,,,,,
,0,,0,1,10570,,Chlorobufam,perfect,green,,,,,,,,
,0,,0,1,10571,,"Chlordane, Cis-",perfect,green,,,,,,,,
,0,,0,1,10572,,Bromoxynil,perfect,green,,,,,,,,
,0,,0,1,10573,,"Chlordane, oxy-",perfect,green,,,,,,,,
,0,,0,1,10574,,Bromopropylate,perfect,green,,,,,,,,
,0,,0,1,10575,,"Chlordan, Trans",perfect,green,,,,,,,,
,0,,0,1,10576,,Bromuconazole,perfect,green,,,,,,,,
,0,,0,1,10577,,Bupirimat,perfect,green,,,,,,,,
,0,,0,1,10578,,Chlorodimeform,perfect,green,,,,,,,,
,0,,0,1,10579,,Buprofezin,perfect,green,,,,,,,,
,0,,0,1,10580,,Chlorfenapyr,perfect,green,,,,,,,,
,0,,0,1,10581,,Butachlor,perfect,green,,,,,,,,
,0,,0,1,10582,,Chlorfenprop-methyl,perfect,green,,,,,,,,
,0,,0,1,10583,,Butafenacil,perfect,green,,,,,,,,
,0,,0,1,10584,,Chlorfenson,perfect,green,,,,,,,,
,0,,0,1,10585,,Butamifos,perfect,green,,,,,,,,
,0,,0,1,10586,,Butocarboxim,perfect,green,,,,,,,,
,0,,0,1,10587,,Chlorfenvinphos,perfect,green,,,,,,,,
,0,,0,1,10588,,Butoxycarboxim,perfect,green,,,,,,,,
,0,,0,1,10589,,Chlorfluazuron,perfect,green,,,,,,,,
,0,,0,1,10590,,Chloridazon,perfect,green,,,,,,,,
,0,,0,1,10591,,Butralin,perfect,green,,,,,,,,
,0,,0,1,10592,,Buturon,perfect,green,,,,,,,,
,0,,0,1,10593,,"Chloridazon, desphenyl-",perfect,green,,,,,,,,
,0,,0,1,10594,,Butylate,perfect,green,,,,,,,,
,0,,0,1,10595,,Chlormephos,perfect,green,,,,,,,,
,0,,0,1,10596,,Cadusafos,perfect,green,,,,,,,,
,0,,0,1,10597,,Chloroneb,perfect,green,,,,,,,,
,0,,0,1,10598,,Chlorpropham,perfect,green,,,,,,,,
,0,,0,1,10599,,Captafol,perfect,green,,,,,,,,
,0,,0,1,10600,,Chlorpropylate,perfect,green,,,,,,,,
,0,,0,1,10601,,Captan,perfect,green,,,,,,,,
,0,,0,1,10602,,Chlorpyrifos-ethyl,perfect,green,,,,,,,,
,0,,0,1,10603,,Carbaryl,perfect,green,,,,,,,,
,0,,0,1,10604,,Chlorpyrifos-methyl,perfect,green,,,,,,,,
,0,,0,1,10605,,Carbendazim,perfect,green,,,,,,,,
,0,,0,1,10606,,Chlorosulfuron,perfect,green,,,,,,,,
,0,,0,1,10607,,Carbofuran,perfect,green,,,,,,,,
,0,,0,1,10608,,Chlorothalodimethyl,perfect,green,,,,,,,,
,0,,0,1,10609,,"Carbofuran, 3-hydroxy-",perfect,green,,,,,,,,
,0,,0,1,10610,,Chlorothalonil,perfect,green,,,,,,,,
,0,,0,1,10611,,Carbophenothione ethyl,perfect,green,,,,,,,,
,0,,0,1,10613,,Chloride ion,perfect,green,,,,,,,,
,0,,0,1,10614,,Carbophenothion-methyl,perfect,green,,,,,,,,
,0,,0,1,10615,,Chlorothiophos,perfect,green,,,,,,,,
,0,,0,1,10616,,Carbosulfan,perfect,green,,,,,,,,
,0,,0,1,10617,,Chlorotoluron,perfect,green,,,,,,,,
,0,,0,1,10618,,Carboxin,perfect,green,,,,,,,,
,0,,0,1,10619,,Chlozolinate,perfect,green,,,,,,,,
,0,,0,1,10620,,Carboxyl sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10621,,Chromafenocide,perfect,green,,,,,,,,
,0,,0,1,10622,,Chlorantraniliprole,perfect,green,,,,,,,,
,0,,0,1,10623,,Cinosulfuron,perfect,green,,,,,,,,
,0,,0,1,10624,,Clethodim,perfect,green,,,,,,,,
,0,,0,1,10625,,Chlorobenzide,perfect,green,,,,,,,,
,0,,0,1,10626,,Clethodim sulfone,perfect,green,,,,,,,,
,0,,0,1,10627,,Chlorobenzilate,perfect,green,,,,,,,,
,0,,0,1,10632,,Clethodim sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10633,,Climbazole,perfect,green,,,,,,,,
,0,,0,1,10634,,Desmedipham,perfect,green,,,,,,,,
,0,,0,1,10635,,Clofentezine,perfect,green,,,,,,,,
,0,,0,1,10636,,Clomazone,perfect,green,,,,,,,,
,0,,0,1,10637,,Desmetryn,perfect,green,,,,,,,,
,0,,0,1,10638,,Cloquintocet-Mexyl,perfect,green,,,,,,,,
,0,,0,1,10639,,Diafenthiuron,perfect,green,,,,,,,,
,0,,0,1,10641,,Dialifos,perfect,green,,,,,,,,
,0,,0,1,10642,,Coumaphos,perfect,green,,,,,,,,
,0,,0,1,10643,,Dial,perfect,green,,,,,,,,
,0,,0,1,10644,,Criminologist,perfect,green,,,,,,,,
,0,,0,1,10645,,Crotoxyphos,perfect,green,,,,,,,,
,0,,0,1,10646,,Diazinon,perfect,green,,,,,,,,
,0,,0,1,10647,,Crufomat,perfect,green,,,,,,,,
,0,,0,1,10648,,Dicaphthon,perfect,green,,,,,,,,
,0,,0,1,10649,,Cyanazine,perfect,green,,,,,,,,
,0,,0,1,10650,,Cyanofenphos,perfect,green,,,,,,,,
,0,,0,1,10651,,Dichlobenil,perfect,green,,,,,,,,
,0,,0,1,10652,,Cyanophos,perfect,green,,,,,,,,
,0,,0,1,10653,,Dichlofenthion,perfect,green,,,,,,,,
,0,,0,1,10654,,Cyantraniliprole,perfect,green,,,,,,,,
,0,,0,1,10655,,Dichlofluanid,perfect,green,,,,,,,,
,0,,0,1,10656,,Cyazofamide,perfect,green,,,,,,,,
,0,,0,1,10657,,Dichlorobenzamide,perfect,green,,,,,,,,
,0,,0,1,10658,,Cyclaniliprole,perfect,green,,,,,,,,
,0,,0,1,10659,,Dichlorvos,perfect,green,,,,,,,,
,0,,0,1,10660,,Cycloate,perfect,green,,,,,,,,
,0,,0,1,10661,,Cyenopygraphs,perfect,green,,,,,,,,
,0,,0,1,10662,,Diclobutrazol,perfect,green,,,,,,,,
,0,,0,1,10663,,Cyflufenamide,perfect,green,,,,,,,,
,0,,0,1,10664,,Diclofop-methyl,perfect,green,,,,,,,,
,0,,0,1,10665,,Cyflumetofen,perfect,green,,,,,,,,
,0,,0,1,10666,,Dicloran,perfect,green,,,,,,,,
,0,,0,1,10667,,Cyfluthrin,perfect,green,,,,,,,,
,0,,0,1,10668,,Dicofol,perfect,green,,,,,,,,
,0,,0,1,10669,,Cymoxanil,perfect,green,,,,,,,,
,0,,0,1,10670,,Cypermethrin,perfect,green,,,,,,,,
,0,,0,1,10671,,Dicrotophos,perfect,green,,,,,,,,
,0,,0,1,10672,,Cyphenothrin,perfect,green,,,,,,,,
,0,,0,1,10673,,Didecyldimethylammonium chloride - C10,perfect,green,,,,,,,,
,0,,0,1,10674,,Cyproconazole,perfect,green,,,,,,,,
,0,,0,1,10675,,Didecyldimethylammonium chloride - C12,perfect,green,,,,,,,,
,0,,0,1,10676,,Cyprodinil,perfect,green,,,,,,,,
,0,,0,1,10677,,Cyprosulfamide,perfect,green,,,,,,,,
,0,,0,1,10678,,Didecyldimethylammonium chloride - C8,perfect,green,,,,,,,,
,0,,0,1,10679,,Cyromazine,perfect,green,,,,,,,,
,0,,0,1,10680,,"DDD-o,p",perfect,green,,,,,,,,
,0,,0,1,10681,,Dieldrin,perfect,green,,,,,,,,
,0,,0,1,10682,,"DDD-p,p",perfect,green,,,,,,,,
,0,,0,1,10683,,Diethofencarb,perfect,green,,,,,,,,
,0,,0,1,10684,,"DDE-o,p",perfect,green,,,,,,,,
,0,,0,1,10685,,Diethyltoluamide,perfect,green,,,,,,,,
,0,,0,1,10686,,"DDE-p,p",perfect,green,,,,,,,,
,0,,0,1,10687,,"DDT-o,p",perfect,green,,,,,,,,
,0,,0,1,10688,,Difenacoum,perfect,green,,,,,,,,
,0,,0,1,10690,,Difenoconazole,perfect,green,,,,,,,,
,0,,0,1,10691,,Deltamethrin,perfect,green,,,,,,,,
,0,,0,1,10692,,Difenoxuron,perfect,green,,,,,,,,
,0,,0,1,10693,,Demeton-S-Methyl,perfect,green,,,,,,,,
,0,,0,1,10694,,Diflovidazine,perfect,green,,,,,,,,
,0,,0,1,10695,,Demeton-S-methylsulfone,perfect,green,,,,,,,,
,0,,0,1,10699,,Diflubenzuron,perfect,green,,,,,,,,
,0,,0,1,10700,,Diflufenican,perfect,green,,,,,,,,
,0,,0,1,10701,,Endosulfan sulphate,perfect,green,,,,,,,,
,0,,0,1,10702,,Dimefox,perfect,green,,,,,,,,
,0,,0,1,10703,,Endrin,perfect,green,,,,,,,,
,0,,0,1,10704,,Dimefuron,perfect,green,,,,,,,,
,0,,0,1,10705,,"Endrin, Keto",perfect,green,,,,,,,,
,0,,0,1,10706,,Dimethenamide,perfect,green,,,,,,,,
,0,,0,1,10707,,Epoxiconazole,perfect,green,,,,,,,,
,0,,0,1,10708,,Dimethoate,perfect,green,,,,,,,,
,0,,0,1,10709,,Etaconazole,perfect,green,,,,,,,,
,0,,0,1,10710,,Dimethomorphs,perfect,green,,,,,,,,
,0,,0,1,10711,,Ethalfluralin,perfect,green,,,,,,,,
,0,,0,1,10712,,Dimethylaminosulfotoluidide,perfect,green,,,,,,,,
,0,,0,1,10713,,Ethiofencarb,perfect,green,,,,,,,,
,0,,0,1,10714,,Ethion,perfect,green,,,,,,,,
,0,,0,1,10715,,"Dimethylphenylformamide, 2,4",perfect,green,,,,,,,,
,0,,0,1,10716,,Ethiprol,perfect,green,,,,,,,,
,0,,0,1,10717,,Ethirimol,perfect,green,,,,,,,,
,0,,0,1,10718,,"Dimethylphenylmethylformamidine, 2,4",perfect,green,,,,,,,,
,0,,0,1,10719,,Ethofumesate,perfect,green,,,,,,,,
,0,,0,1,10720,,"Ethofumesate, 2-keto/open ring 2-keto",perfect,green,,,,,,,,
,0,,0,1,10721,,Dimethylvinphos,perfect,green,,,,,,,,
,0,,0,1,10722,,Ethoprophos,perfect,green,,,,,,,,
,0,,0,1,10723,,Dimetilan,perfect,green,,,,,,,,
,0,,0,1,10724,,Ethoxyquin,perfect,green,,,,,,,,
,0,,0,1,10725,,Dimoxystrobin,perfect,green,,,,,,,,
,0,,0,1,10726,,Ethoxyquin dimer,perfect,green,,,,,,,,
,0,,0,1,10727,,Diniconazole,perfect,green,,,,,,,,
,0,,0,1,10728,,Etofenprox,perfect,green,,,,,,,,
,0,,0,1,10729,,Dinitramine,perfect,green,,,,,,,,
,0,,0,1,10730,,Etoxazole,perfect,green,,,,,,,,
,0,,0,1,10731,,Dinocap,perfect,green,,,,,,,,
,0,,0,1,10732,,Etridiazole,perfect,green,,,,,,,,
,0,,0,1,10733,,Dinotefuran,perfect,green,,,,,,,,
,0,,0,1,10734,,Etrimfos,perfect,green,,,,,,,,
,0,,0,1,10735,,Dioxabenzophos,perfect,green,,,,,,,,
,0,,0,1,10736,,FM-6-1,perfect,green,,,,,,,,
,0,,0,1,10737,,Dioxacarb,perfect,green,,,,,,,,
,0,,0,1,10738,,Famophos,perfect,green,,,,,,,,
,0,,0,1,10739,,Dioxathion,perfect,green,,,,,,,,
,0,,0,1,10740,,Diphenamide,perfect,green,,,,,,,,
,0,,0,1,10741,,Famoxadone,perfect,green,,,,,,,,
,0,,0,1,10742,,Diphenylamine,perfect,green,,,,,,,,
,0,,0,1,10743,,Fenamidone,perfect,green,,,,,,,,
,0,,0,1,10744,,Dipropetry,perfect,green,,,,,,,,
,0,,0,1,10745,,Fenamiphos,perfect,green,,,,,,,,
,0,,0,1,10746,,Disulfoton,perfect,green,,,,,,,,
,0,,0,1,10747,,Fenamiphos sulfone,perfect,green,,,,,,,,
,0,,0,1,10748,,Disulfoton sulfone,perfect,green,,,,,,,,
,0,,0,1,10749,,Fenamiphos sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10750,,Disulfoton sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10751,,Fenarimol,perfect,green,,,,,,,,
,0,,0,1,10752,,Ditalimfos,perfect,green,,,,,,,,
,0,,0,1,10753,,Fenazaquin,perfect,green,,,,,,,,
,0,,0,1,10754,,Diuron,perfect,green,,,,,,,,
,0,,0,1,10755,,Fenbuconazole,perfect,green,,,,,,,,
,0,,0,1,10756,,Dodemorph,perfect,green,,,,,,,,
,0,,0,1,10757,,Fenbutatin oxide,perfect,green,,,,,,,,
,0,,0,1,10758,,Dodin,perfect,green,,,,,,,,
,0,,0,1,10759,,Fenchlorphos,perfect,green,,,,,,,,
,0,,0,1,10760,,EPN,perfect,green,,,,,,,,
,0,,0,1,10761,,EPTC,perfect,green,,,,,,,,
,0,,0,1,10762,,Fenchlorphos-oxone,perfect,green,,,,,,,,
,0,,0,1,10763,,Fenfluthrin,perfect,green,,,,,,,,
,0,,0,1,10764,,Edifenphos,perfect,green,,,,,,,,
,0,,0,1,10765,,Fenhexamide,perfect,green,,,,,,,,
,0,,0,1,10766,,Emamectin benzoate B1a,perfect,green,,,,,,,,
,0,,0,1,10767,,Fenitrothion,perfect,green,,,,,,,,
,0,,0,1,10768,,Endosulfan-alpha,perfect,green,,,,,,,,
,0,,0,1,10773,,Endosulfan-beta,perfect,green,,,,,,,,
,0,,0,1,10774,,Fenobucarb,perfect,green,,,,,,,,
,0,,0,1,10775,,Fenoxaprop-P-Ethyl,perfect,green,,,,,,,,
,0,,0,1,10776,,Flumioxazine,perfect,green,,,,,,,,
,0,,0,1,10777,,Fenoxycarb,perfect,green,,,,,,,,
,0,,0,1,10778,,Fluometuron,perfect,green,,,,,,,,
,0,,0,1,10779,,Fenpiclonil,perfect,green,,,,,,,,
,0,,0,1,10780,,Fluopicolide,perfect,green,,,,,,,,
,0,,0,1,10781,,Fenpicoxamide,perfect,green,,,,,,,,
,0,,0,1,10782,,Fluopyram,perfect,green,,,,,,,,
,0,,0,1,10783,,Fenpropathrin,perfect,green,,,,,,,,
,0,,0,1,10784,,Fluorodifen,perfect,green,,,,,,,,
,0,,0,1,10785,,Fenpropidin,perfect,green,,,,,,,,
,0,,0,1,10786,,Fluoroglycofen-ethyl,perfect,green,,,,,,,,
,0,,0,1,10787,,Fenpropimorph,perfect,green,,,,,,,,
,0,,0,1,10788,,Fluotrimazole,perfect,green,,,,,,,,
,0,,0,1,10789,,Fenpyrazamine,perfect,green,,,,,,,,
,0,,0,1,10790,,Fluoxastrobin,perfect,green,,,,,,,,
,0,,0,1,10791,,Fenpyroximate,perfect,green,,,,,,,,
,0,,0,1,10792,,Flupyradifurone,perfect,green,,,,,,,,
,0,,0,1,10793,,Fenson,perfect,green,,,,,,,,
,0,,0,1,10794,,Fluquinconazole,perfect,green,,,,,,,,
,0,,0,1,10795,,Flurenol butyl,perfect,green,,,,,,,,
,0,,0,1,10796,,Fensulfothion,perfect,green,,,,,,,,
,0,,0,1,10797,,Flurenol-methyl,perfect,green,,,,,,,,
,0,,0,1,10798,,Fenthion,perfect,green,,,,,,,,
,0,,0,1,10799,,Flurochloridone,perfect,green,,,,,,,,
,0,,0,1,10800,,Fenthion oxon,perfect,green,,,,,,,,
,0,,0,1,10801,,Fluroxypyr-1-methylheptyl,perfect,green,,,,,,,,
,0,,0,1,10802,,Fenthion oxon sulfone,perfect,green,,,,,,,,
,0,,0,1,10803,,Flurprimidol,perfect,green,,,,,,,,
,0,,0,1,10804,,Fenthion oxon sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10805,,Flusilazole,perfect,green,,,,,,,,
,0,,0,1,10806,,Fenthion sulfone,perfect,green,,,,,,,,
,0,,0,1,10807,,Fluthiacet methyl,perfect,green,,,,,,,,
,0,,0,1,10808,,Fenthion sulfoxide,perfect,green,,,,,,,,
,0,,0,1,10809,,Flutolanil,perfect,green,,,,,,,,
,0,,0,1,10810,,Fenuron,perfect,green,,,,,,,,
,0,,0,1,10811,,Flutriafol,perfect,green,,,,,,,,
,0,,0,1,10813,,Fluxametamide,perfect,green,,,,,,,,
,0,,0,1,10814,,Fluxapyroxad,perfect,green,,,,,,,,
,0,,0,1,10815,,Fipronil,perfect,green,,,,,,,,
,0,,0,1,10816,,Folpet,perfect,green,,,,,,,,
,0,,0,1,10817,,Fipronil sulphide,perfect,green,,,,,,,,
,0,,0,1,10818,,Fonophos,perfect,green,,,,,,,,
,0,,0,1,10819,,Fipronil sulfone,perfect,green,,,,,,,,
,0,,0,1,10820,,Foramsulfuron,perfect,green,,,,,,,,
,0,,0,1,10821,,Forchlorfenuron,perfect,green,,,,,,,,
,0,,0,1,10822,,Flamprop-Methyl,perfect,green,,,,,,,,
,0,,0,1,10823,,Formetanate,perfect,green,,,,,,,,
,0,,0,1,10824,,Flazasulfuron,perfect,green,,,,,,,,
,0,,0,1,10825,,Formothion,perfect,green,,,,,,,,
,0,,0,1,10826,,Florasulam,perfect,green,,,,,,,,
,0,,0,1,10827,,Fosthiazate,perfect,green,,,,,,,,
,0,,0,1,10828,,Fluazifop-P-butyl,perfect,green,,,,,,,,
,0,,0,1,10829,,Fuberidazole,perfect,green,,,,,,,,
,0,,0,1,10830,,Fluazinam,perfect,green,,,,,,,,
,0,,0,1,10831,,Furalaxyl,perfect,green,,,,,,,,
,0,,0,1,10832,,Fluazuron,perfect,green,,,,,,,,
,0,,0,1,10833,,Furathiocarb,perfect,green,,,,,,,,
,0,,0,1,10834,,Flubendiamide,perfect,green,,,,,,,,
,0,,0,1,10835,,Genit,perfect,green,,,,,,,,
,0,,0,1,10836,,Fluchloralin,perfect,green,,,,,,,,
,0,,0,1,10837,,HCH-alpha,perfect,green,,,,,,,,
,0,,0,1,10838,,Flucythrinate,perfect,green,,,,,,,,
,0,,0,1,10839,,Fludioxonil,perfect,green,,,,,,,,
,0,,0,1,10840,,HCH-beta,perfect,green,,,,,,,,
,0,,0,1,10841,,Flufenacet,perfect,green,,,,,,,,
,0,,0,1,10842,,Flufenacet oxalate,perfect,green,,,,,,,,
,0,,0,1,10843,,Halfenprox,perfect,green,,,,,,,,
,0,,0,1,10844,,Flufenoxuron,perfect,green,,,,,,,,
,0,,0,1,10849,,Flumetralin,perfect,green,,,,,,,,
,0,,0,1,10850,,Halosulfuron-methyl,perfect,green,,,,,,,,
,0,,0,1,10851,,Haloxyfop-2-ethoxyethyl,perfect,green,,,,,,,,
,0,,0,1,10852,,Isofenphos-ethyl,perfect,green,,,,,,,,
,0,,0,1,10853,,Haloxyfop-methyl,perfect,green,,,,,,,,
,0,,0,1,10854,,Heptachlor,perfect,green,,,,,,,,
,0,,0,1,10855,,Isofenphos-methyl,perfect,green,,,,,,,,
,0,,0,1,10856,,Isofetamide,perfect,green,,,,,,,,
,0,,0,1,10857,,"Heptachlor epoxide, cis",perfect,green,,,,,,,,
,0,,0,1,10858,,Isoprocarb,perfect,green,,,,,,,,
,0,,0,1,10859,,"Heptachlor epoxide, trans",perfect,green,,,,,,,,
,0,,0,1,10860,,Isopropalin,perfect,green,,,,,,,,
,0,,0,1,10861,,Isoprothiolane,perfect,green,,,,,,,,
,0,,0,1,10862,,Heptenophos,perfect,green,,,,,,,,
,0,,0,1,10863,,Isoproturon,perfect,green,,,,,,,,
,0,,0,1,10864,,Hexachlorobenzene,perfect,green,,,,,,,,
,0,,0,1,10865,,Isopyrazam,perfect,green,,,,,,,,
,0,,0,1,10866,,Isoxaben,perfect,green,,,,,,,,
,0,,0,1,10867,,Hexaconazole,perfect,green,,,,,,,,
,0,,0,1,10868,,Isoxadifen ethyl,perfect,green,,,,,,,,
,0,,0,1,10869,,Hexaflumuron,perfect,green,,,,,,,,
,0,,0,1,10870,,Isoxaflutole,perfect,green,,,,,,,,
,0,,0,1,10871,,Hexazinone,perfect,green,,,,,,,,
,0,,0,1,10872,,"Isoxaflutole, diketonitrile-",perfect,green,,,,,,,,
,0,,0,1,10874,,Isoxathione,perfect,green,,,,,,,,
,0,,0,1,10875,,Icaridine,perfect,green,,,,,,,,
,0,,0,1,10876,,Ivermectin,perfect,green,,,,,,,,
,0,,0,1,10877,,Karanjin,perfect,green,,,,,,,,
,0,,0,1,10878,,Imazalil,perfect,green,,,,,,,,
,0,,0,1,10879,,Kresoxim-methyl,perfect,green,,,,,,,,
,0,,0,1,10880,,Lactofen,perfect,green,,,,,,,,
,0,,0,1,10881,,Imibenconazole,perfect,green,,,,,,,,
,0,,0,1,10882,,Lambda-cyhalothrin,perfect,green,,,,,,,,
,0,,0,1,10883,,Imidacloprid,perfect,green,,,,,,,,
,0,,0,1,10884,,Imidaclothiz,perfect,green,,,,,,,,
,0,,0,1,10885,,Lenacil,perfect,green,,,,,,,,
,0,,0,1,10886,,Indaziflam,perfect,green,,,,,,,,
,0,,0,1,10887,,Leptophos,perfect,green,,,,,,,,
,0,,0,1,10888,,Indoxacarb,perfect,green,,,,,,,,
,0,,0,1,10889,,Lindane (HCH-gamma),perfect,green,,,,,,,,
,0,,0,1,10890,,Inpyrfluxam,perfect,green,,,,,,,,
,0,,0,1,10891,,Iodine fenphos,perfect,green,,,,,,,,
,0,,0,1,10892,,Linuron,perfect,green,,,,,,,,
,0,,0,1,10893,,Lufenuron,perfect,green,,,,,,,,
,0,,0,1,10894,,Ioxynil,perfect,green,,,,,,,,
,0,,0,1,10895,,MGK-264,perfect,green,,,,,,,,
,0,,0,1,10896,,Ipconazole,perfect,green,,,,,,,,
,0,,0,1,10897,,Iprobenphos,perfect,green,,,,,,,,
,0,,0,1,10898,,Malaoxon,perfect,green,,,,,,,,
,0,,0,1,10899,,Malathion,perfect,green,,,,,,,,
,0,,0,1,10900,,Iprodione,perfect,green,,,,,,,,
,0,,0,1,10901,,Mandestrobin,perfect,green,,,,,,,,
,0,,0,1,10902,,Iprovalicarb,perfect,green,,,,,,,,
,0,,0,1,10903,,Mandipropamide,perfect,green,,,,,,,,
,0,,0,1,10904,,Isazofos,perfect,green,,,,,,,,
,0,,0,1,10905,,"Matrine, qualitative",perfect,green,,,,,,,,
,0,,0,1,10906,,Isobenzan,perfect,green,,,,,,,,
,0,,0,1,10907,,Mecarbam,perfect,green,,,,,,,,
,0,,0,1,10908,,Mefenpyr diethyl,perfect,green,,,,,,,,
,0,,0,1,10909,,Isocarbophos,perfect,green,,,,,,,,
,0,,0,1,10910,,Mefentrifluconazole,perfect,green,,,,,,,,
,0,,0,1,10915,,Isodrin,perfect,green,,,,,,,,
,0,,0,1,10916,,Mepanipyrim,perfect,green,,,,,,,,
